ingredients,directions,image_filename,category_url,title,category,rating,rating_count,cook_time,total_time,yield,servings,calories,fat,carbs,protein,verb_count,ingredient_count,yield_servings_merge,like_or_dislike
"['1 cup unbleached flour', '1 cup cornmeal', '¼ cup white sugar', '1 teaspoon baking soda', '¾ teaspoon salt', '1 cup plain nonfat yogurt', '2 large eggs, beaten']","['Preheat the oven to 400 degrees F (200 degrees C). Lightly grease an 8-inch square baking pan.', 'Whisk flour, cornmeal, sugar, baking soda, and salt together in a large bowl. Stir in yogurt and eggs until just combined; do not overmix. Pour batter into the prepared pan.', 'Bake in the preheated oven until the center springs back when lightly pressed, 20 to 25 minutes.']",819698-3d5b5616435a45b388547b0f5af7f88e.jpg,https://www.allrecipes.com/recipes/342/bread/quick-bread/cornbread/,Excellent and Healthy Cornbread,Cornbread,4.3,385,20 mins,30 mins,1 8-inch pan,12,76,1g,14g,3g,11,7,12,1.0
"['6  eggs', '6  potatoes, peeled and cubed', '1  green bell pepper, seeded and diced', '1  red bell pepper, seeded and diced', '½  onion, chopped', '1 large fresh tomato, chopped', '1 (5 ounce) can tuna, drained', '½ cup green olives with pimento or anchovy, halved', '¼ cup extra virgin olive oil', '2 tablespoons distilled white vinegar', '1 teaspoon salt, or to taste']","['Place egg in a saucepan, and cover with cold water. Bring water to a boil, and immediately remove from heat. Cover, and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, and peel. Cut eggs into quarters, and set aside.', 'Meanwhile, bring a large pot of salted water to a boil. Add potatoes, and cook until tender but still firm, about 15 minutes. Drain, and transfer to a large bowl.', 'Toss potatoes with eggs, bell peppers, onion, tomato, tuna, green olives, olive oil, and vinegar. Season to taste with salt. Refrigerate, and serve cold']",841945-49d8e19d36cd4b70ac508acb2e1752dc.jpg,https://www.allrecipes.com/recipes/17807/appetizers-and-snacks/tapas/,Pipirrana (Spanish Potato Salad),Tapas,4.4,22,20 mins,2 hrs 50 mins,6 servings,6,377,16g,42g,17g,10,11,6,1.0
"['¼ cup warm water (100 degrees F/38 degrees C)', '1 (.25 ounce) package active dry yeast', '1 (15 ounce) can pumpkin puree', '¾ cup white sugar', '1 (5 ounce) can evaporated milk', '3 tablespoons olive oil', '1 large egg, beaten', '2 teaspoons pumpkin pie spice', '5 cups all-purpose flour, or more if needed', '¼ cup melted butter', '1 ¼ cups brown sugar, packed', '2 tablespoons pumpkin pie spice', ""1 cup confectioners' sugar"", '¼ cup milk', '2 tablespoons butter, melted', '1 (3 ounce) package cream cheese, softened', '½ teaspoon vanilla extract']","['Gather all ingredients.', 'Dotdash Meredith Food Studios', 'To make the dough: Pour warm water into a large mixing bowl and sprinkle yeast over top. Allow to stand until yeast begins to form a creamy foam, 5 to 10 minutes.', 'Dotdash Meredith Food Studios', 'Add pumpkin puree, sugar, evaporated milk, olive oil, and egg to the yeast mixture; mix until thoroughly combined. Stir in pumpkin pie spice, then mix in about 5 cups of flour, or as needed, until a stiff dough forms.', 'Dotdash Meredith Food Studios', ""Turn dough out onto a floured work surface and knead until smooth and elastic, but still slightly sticky, about 8 minutes. Form dough into a ball, then place in an oiled bowl, cover with a cloth, and let rise in a warm place for about 45 minutes. (The dough will rise, but it won't double.)"", 'Dotdash Meredith Food Studios', 'Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish.', 'Punch down the dough, then roll it out on a floured work surface to an 18x26-inch rectangle. Brush the top with melted butter. Make the filling: Mix together brown sugar and pumpkin pie spice in a small bowl; sprinkle evenly over the buttered dough.', 'Dotdash Meredith Food Studios', 'Start at the longer edge and roll dough over filling into a log. Pinch the seam closed, then use a serrated knife to cut the log into 12 equal rolls.', 'Dotdash Meredith Food Studios', 'Transfer rolls to the prepared baking dish with the cut-sides facing up. Bake in the preheated oven until light golden brown on the edges, 30 to 40 minutes.', 'Dotdash Meredith Food Studios', ""While the rolls are baking, make the glaze: Beat confectioners' sugar, milk, butter, cream cheese, and vanilla in a bowl until well combined."", 'Dotdash Meredith Food Studios', 'Remove pumpkin rolls from the oven and immediately spread glaze over top. Serve and enjoy!', 'Dotdash Meredith Food Studios']",216059-kelsandras-pumpkin-cinnamon-rolls-ddmfs-beauty-4x3-BG-25550-89d8aecf12ce4e2fb4aa1fdda28586ef.jpg,https://www.allrecipes.com/recipes/1306/bread/pastries/cinnamon-rolls/,Kelsandra's Pumpkin Cinnamon Rolls,Cinnamon Rolls,4.4,89,35 mins,1 hr 55 mins,12 cinnamon rolls,12,514,14g,91g,8g,29,17,12,1.0
"['½ pound chopped dates', '1 cup golden raisins', '½ cup red wine', '½ cup coarsely chopped walnuts', '1 teaspoon ground cinnamon', ""½ cup confectioners' sugar""]","['Place the chopped dates and golden raisins in a small saucepan with the wine. Cook over low heat, stirring occasionally, until the fruit thickens to a soft paste. Cool.', 'Stir nuts and cinnamon into the cooled fruit mixture.', ""Form paste into small, bite-size balls. Roll in confectioners' sugar.""]",970829-25731359a23b4af785f3a2adb4bb74b8.jpg,https://www.allrecipes.com/recipes/13378/side-dish/sauces-and-condiments/relishes/,Date Haroset,Relishes,4.3,10,1 hr,2 hrs 15 mins,5 dozen,40,47,1g,9g,1g,2,6,40,1.0
"['2 pounds ground beef', '2  eggs', '2 tablespoons ketchup', '1 cup dry bread crumbs', '1 tablespoon Parmesan cheese', '1 teaspoon garlic powder', '½ teaspoon kosher salt', '½ teaspoon dried oregano', '½ teaspoon dried basil', '½ teaspoon ground black pepper', '1 small yellow onion, diced', '6 slices bacon', '8 ounces sharp Cheddar cheese, cut into quarters', '1 tablespoon ketchup']","['Preheat an oven to 375 degrees F (190 degrees C).', 'Combine ground beef, eggs and 2 tablespoons of ketchup in a large bowl. Mix well, then add bread crumbs, Parmesan cheese, garlic powder, salt, oregano, basil, pepper, and onion. Set mixture aside. Line the bottom of a 9x13 inch pan with bacon, widthwise. Place half of the meat mixture across the top of the bacon. Lay 3 of the 4 pieces of Cheddar cheese across the center of the meat, lengthwise. Cover the cheese with the second half of the meat mixture and mold the meat into a loaf shape. Pull the ends of the bacon up and around the loaf. Spread 1 tablespoon of ketchup thinly over the loaf.', 'Bake in the preheated oven until no longer pink in the center, about 60 minutes. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C). Remove from the oven.', 'Cut the final piece of Cheddar cheese into slices and place on top of the meat loaf. Return the meat loaf to the oven and continue baking until the cheese is melted, about 5 minutes. Remove from the oven and allow the meat loaf to rest for 5 minutes before serving.']",1558942-dads-cheesy-bacon-wrapped-meat-loaf-Bill-Champion-4x3-1-2e5aa3a38b8d4a0a983ac6bc82787646.jpg,https://www.allrecipes.com/recipes/256/main-dish/meatloaf/,Dad's Cheesy Bacon Wrapped Meat Loaf,Meatloaf,4.7,220,1 hr 5 mins,1 hr 30 mins,6 servings,6,589,38g,17g,44g,19,14,6,1.0
"['1 tablespoon vegetable oil', '1 large onion, chopped', '1 large carrot, peeled and chopped', '1  green bell pepper, chopped', '3 cloves garlic, minced', '1 ½ teaspoons chili powder', '1 teaspoon ground cumin', '1 teaspoon paprika', '1 teaspoon onion powder', '1 teaspoon garlic powder', '½ teaspoon freshly ground black pepper, or to taste', '4 tablespoons tomato paste', '2 cups water', '1 (14.5 ounce) can no-salt-added diced tomatoes', '1 cup red lentils, rinsed and drained', '2 tablespoons molasses, or more to taste', '1 tablespoon Worcestershire sauce', '1 teaspoon prepared yellow mustard', '1 teaspoon apple cider vinegar', '¾ teaspoon kosher salt, or to taste', '6 medium hamburger buns, split']","['Heat vegetable oil in a large skillet over medium heat. Add onion, carrot, bell pepper, and garlic. Cook, stirring frequently, until vegetables are softened, 7 to 9 minutes. Season with chili powder, cumin, paprika, onion powder, garlic powder, and black pepper. Cook and stir for 30 seconds. Mix in tomato paste, and cook another 60 seconds, stirring constantly.', 'Add water, diced tomatoes, and lentils, stirring to combine. Bring mixture to a gentle simmer, cover, reduce heat to low, and cook until lentils are tender, but not falling apart, 15 to 20 minutes.', 'Mix in molasses, Worcestershire sauce, mustard, vinegar, and salt. Cook, uncovered, an additional 10 minutes, or until mixture has thickened slightly. Taste, and adjust seasonings as needed. Allow to cool 5 minutes before serving on buns with desired toppings.']",9223621-f6b7e240298d48ef8bf2e407af16a48e.jpg,https://www.allrecipes.com/recipes/14930/main-dish/sandwiches/sloppy-joes/,Healthy Sloppy Joes with Lentils,Sloppy Joes,3.3,3,40 mins,1 hr 5 mins,6 servings,6,629,11g,110g,23g,19,21,6,1.0
"['2 pounds pork tenderloin', '¼ cup softened butter', 'salt and pepper to taste', '1 teaspoon ground thyme', '2 teaspoons garlic powder', '1 (18 ounce) jar apricot preserves', '2 tablespoons honey, or to taste', '¼ cup dry sherry']","['Preheat an oven to 350 degrees F (175 degrees C).', 'Spread butter all over the pork tenderloin. Season with salt, pepper, and thyme. Combine garlic powder, apricot preserves, honey, and sherry in a separate bowl.', 'Roast the pork in the preheated oven for 30 to 40 minutes. Remove the pork from the oven and brush with the apricot sauce. Return the pork to the oven. Continue roasting, basting occasionally with the remaining sauce, until the pork is no longer pink in the center, about 15 minutes. An instant-read thermometer inserted into the center should read 145 degrees F (63 degrees C).']",939159-d82dac09848d40af97f7fd580edb980c.jpg,https://www.allrecipes.com/recipes/1014/meat-and-poultry/pork/tenderloin/,Apricot Pork Tenderloin,Tenderloin,4.6,168,45 mins,55 mins,6 servings,6,440,11g,63g,24g,10,8,6,1.0
"['4  eggs, separated', '3 ½ cups sifted cake flour', '1 tablespoon baking powder', '¾ cup butter, room temperature', '2 cups white sugar', '½ teaspoon salt', '1 cup milk, room temperature', '1 teaspoon lemon juice', '1 teaspoon vanilla extract', '2 cups white sugar, divided', '½ teaspoon salt', '¼ cup all-purpose flour', '¼ cup cornstarch', '¼ cup unsweetened cocoa powder', '4  large eggs, beaten', '4 cups whole milk', '2 (1 ounce) squares bittersweet chocolate, chopped', '1 tablespoon butter, room temperature', '1 tablespoon vanilla extract', '1 cup butter, softened', ""3 cups confectioners' sugar, sifted"", '1 cup unsweetened cocoa powder, sifted', '1 teaspoon vanilla extract', '1 tablespoon hot water (Optional)', '2 cups semisweet chocolate chips', '2 cups heavy whipping cream', '2 teaspoons vanilla extract']","['Preheat the oven to 375 degrees F (190 degrees C). Grease 3 (9-inch) cake pans.', 'Make cake: Beat 4 egg whites in a glass or metal bowl with an electric mixer until foamy. Continue to beat until stiff peaks form. Lift the beaters straight up: the tip of the peak should curl over slightly. Set aside.', 'Sift together cake flour and baking powder in a separate bowl; set aside.', 'Beat butter, sugar, and salt in a separate large bowl with an electric mixer until light and fluffy. The mixture should be noticeably lighter in color. Add egg yolks one at a time, mixing well after each addition. Pour in cake flour mixture alternately with 1 cup milk, mixing until just incorporated. Stir in lemon juice and vanilla until incorporated.', 'Whisk beaten egg whites a few times; use a whisk or rubber spatula to fold 1/3 of the egg white mixture into batter to lighten it. Fold in remaining egg whites, mixing just until combined. Pour batter into the prepared pans and spread evenly.', 'Bake in the preheated oven until cake is light golden brown and just pulling from the sides of the pan, 15 to 20 minutes. Do not overbake. Cool in the pans for 5 minutes, then invert onto wire racks to cool completely.', 'Make custard: Combine 1 1/2 cups sugar, salt, flour, cornstarch, and cocoa powder in a saucepan and mix well. Whisk remaining 1/2 cup sugar into 4 beaten eggs in a medium bowl; set aside. Pour milk into sugar mixture in the saucepan and cook over medium heat, stirring constantly, until mixture begins to boil. Remove from heat and gradually pour hot milk mixture into egg mixture, whisking constantly. Add chopped chocolate and stir until chocolate melts.', 'Return custard to the saucepan and cook, stirring constantly, over medium heat until custard is thickened, about 5 minutes. Remove from heat; stir in butter and vanilla. Transfer custard to a bowl and allow to cool.', ""Make buttercream: Place butter in a large bowl. Gradually beat in confectioners' sugar until incorporated. Beat in cocoa powder until well combined. Mix in vanilla until smooth. Drizzle in 1 tablespoon hot water or as needed to thin frosting; mix well until desired consistency is reached."", 'Make ganache: Place chocolate chips in a large bowl. Heat heavy cream in a saucepan until very hot but not boiling. Remove from heat and pour over chocolate chips. Let stand for 3 minutes, then whisk, scraping sides and bottom of the bowl, until smooth. Stir in vanilla. Allow to cool to room temperature; cover and set aside. Ganache should be spreadable and not firm.', 'Assemble cake: Using a long serrated knife and a gentle sawing motion, slice each cake layer in half horizontally. Cover cake plate with strips of parchment paper or aluminum foil for easier clean up. Put a dab of buttercream in the center of the plate to keep cake from shifting. Set a cake half on the plate.', 'Spread custard filling onto cake layer, taking care not to spread it too close to the edge (weight of the cake layers will cause it to spread out). Gently lay another cake round on top of the first and repeat with another custard layer. Repeat with remaining layers and custard, topping custard with the last cake layer. Chill cake in the refrigerator for 30 minutes to firm up.', 'Frost the top and sides of cake with chocolate buttercream. Chill in the refrigerator for 30 minutes to firm and set.', 'Spread frosted cake with ganache. Remove parchment strips or aluminum foil from the cake plate. Store cake in the refrigerator.']",966000-183175335d7340969a4d53c71e9907cf.jpg,https://www.allrecipes.com/recipes/398/desserts/cakes/tortes/,Doberge Cake,Tortes,4.4,34,30 mins,3 hrs 30 mins,1 (9-inch) layer cake,16,917,45g,125g,11g,82,27,16,1.0
"['3 tablespoons olive oil, divided', '1 pound cubed beef stew meat', '2 slices bacon, chopped', '1  white onion, chopped', '1  carrot, sliced', '⅓ pound crimini mushrooms, sliced', '1 clove garlic, crushed', '1 teaspoon white sugar', '1 ½ tablespoons all-purpose flour', '1 cup Irish stout beer (such as Guinness®)', '1 ¼ cups beef stock', '½ teaspoon ground thyme', '2  bay leaves', '½ teaspoon cornstarch, or as needed', '1 teaspoon water', '1 sheet frozen puff pastry, thawed', '1  egg, beaten']","['Heat 2 tablespoons of olive oil in a large pot over medium heat. Add beef and brown on all sides, about 10 minutes; set aside. Heat remaining 1 tablespoon of olive oil; add bacon and cook just until it begins to brown. Stir in onion, carrot, mushrooms, garlic, and sugar; cook and stir until vegetables are soft and browned, 10 to 15 more minutes.', 'Stir in flour until smoothly incorporated, and gradually mix in Guinness and beef stock. Mix in thyme, bay leaves, and reserved cooked beef. Cover, and bring mixture to a boil; reduce heat to a simmer until beef is tender, about 1 hour and 15 minutes; stir occasionally. Remove the cover, turn the heat up to medium, and let stew boil until slightly thickened, about 15 more minutes. Mix cornstarch with water, and stir into the stew; let simmer for 30 more minutes to blend flavors. Remove from heat; discard bay leaves.', 'Preheat the oven to 350 degrees F (175 degrees C).', 'Spread the filling into a 9-inch pie dish; trim the puff pastry into a 10-inch circle, and place on top of the filling. Pinch and crimp the edges of the pastry with a fork, sealing it to the dish; cut 2 steam vents into the pastry with a sharp knife. Brush the top of the pie with beaten egg.', 'Bake in the preheated oven until the crust is golden brown, 30 to 40 minutes.', 'ReneePaj']",ReneePajestka_BeefMushroomandGuinnessPie_4x3ReneePaj-5b7a870bd6624e40b0e47ed01986fb9f.jpg,https://www.allrecipes.com/recipes/197/holidays-and-events/st-patricks-day/,"Beef, Mushroom, and Guinness Pie",St Patricks Day,4.8,105,2 hrs 35 mins,3 hrs,1 pot pie,6,500,32g,29g,22g,30,17,6,1.0
"['1/2 cup light beer', '1 tablespoons smoked paprika', '1 tablespoon chili powder', '2 teaspoons red pepper flakes', '2  garlic cloves, minced', '2 pounds boneless skinless chicken breast halves', '4  hamburger buns', '2 tablespoons butter', '2 tablespoons flour', '1 cup half and half', '1/2 cup light beer', '2 cups heddar cheese', '1/4 teaspoon smoked paprika', '1/4 teaspoon garlic powder', '1/2 teaspoon ground mustard']","['Pour beer, paprika, chili powder, red pepper flakes, and garlic cloves into a resealable plastic bag. Add chicken, coat with the marinade, squeeze out excess air, and seal the bag. Marinate in the refrigerator, at least 4 hours.', 'Preheat an outdoor grill for medium-high heat and lightly oil the grate.', 'Cook chicken on the prepared grill until no longer pink and juices run clear, 10 to 15 minutes per side. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).', 'Meanwhile, make cheese sauce. Melt butter in a saucepan over medium heat. Whisk in flour; whisk continuously until mixture turns golden and forms a smooth paste. Pour in half and half and beer; stir until mixture thickens, 3 to 5 minutes. Stir in cheese until melted, 2 to 3 minutes more. Stir in paprika, garlic powder, and ground mustard.', 'Toast hamburger buns on the grill until they show grill marks, about 2 minutes. Add your favorite toppings, pour cheese sauce on top, and serve immediately.']",8387168_Spicy-Chicken-Burger-with-Beer-Cheese-Sauce_Chef-Mo_4x3-2b536ee8e8954b4abae280c8f52d3b00.jpg,https://www.allrecipes.com/recipes/248/main-dish/burgers/,Spicy Chicken Burger with Beer Cheese Sauce,Burgers,4.0,1,30 mins,4 hrs 45 mins,4 chicken burgers,4,871,36g,38g,90g,13,15,4,1.0
"['1 tablespoon chili powder', '1 tablespoon ground cumin', '½ tablespoon paprika', '½ tablespoon dried Mexican oregano', '1 teaspoon freshly ground black pepper', '1 teaspoon garlic powder', '½ teaspoon onion powder', '2  limes, divided', '1 pound skinless, boneless turkey breast, cut into 1/2-inch thick slices', '1 ½ tablespoons vegetable oil, divided', '1 large red bell pepper, sliced into strips', '1 medium yellow bell pepper, sliced into strips', '1 large red onion, halved and sliced into strips', '1  jalapeno pepper, seeded and chopped, or more to taste', '¼ cup chopped fresh cilantro']","['Mix chili powder, cumin, paprika, oregano, pepper, garlic powder, and onion powder together in a small bowl. Squeeze the juice of 1 lime over the turkey breast. Sprinkle seasoning mixture over the meat. Add 1 tablespoon oil. Toss to coat and set aside.', 'Place bell peppers and onion into a bowl and cover with remaining oil. Toss to coat.', ""Preheat an air fryer to 375 degrees F (190 degrees C) according to manufacturer's instructions."", 'Cook the bell peppers and onion in the preheated air fryer for 8 minutes. Shake and cook another 5 minutes. Add jalapenos. Cook for 5 minutes. Open the basket, shake, and place turkey strips in one single layer on top of the vegetables. Close the basket and cook, 7 to 8 minutes. Open, shake the basket to distribute mixture, and continue to cook until turkey strips are a bit crispy and no longer pink in the centers and peppers are tender, about 5 minutes more.', 'Remove the basket and place the fajitas in a bowl or on a platter. Top with cilantro and squeeze juice of remaining lime over.']",7560608-283346f303834619b61c022c1736f472.jpg,https://www.allrecipes.com/recipes/1220/world-cuisine/latin-american/mexican/main-dishes/fajitas/,Air Fryer Turkey Fajitas,Fajitas,4.5,2,30 mins,50 mins,4 servings,4,247,7g,15g,32g,18,15,4,1.0
"['1 ½ cups rolled oats', '1 ½ cups sifted pastry flour', '1 ⅓ cups packed brown sugar, divided', '¾ teaspoon baking soda', '¼ teaspoon salt', '¾ cup butter, softened', '¾ pound pitted dates, diced', '1 cup water', '1 teaspoon lemon juice']","['Preheat the oven to 350 degrees F (175 degrees C).', 'Combine oats, pastry flour, 1 cup brown sugar, baking soda, and salt in a large bowl. Mix in butter until crumbly. Press half of the mixture into the bottom of a 9-inch square baking pan.', 'Combine dates, water, and remaining 1/3 cup brown sugar in a small saucepan over medium heat. Bring to a boil, and cook until thickened. Stir in lemon juice, and remove from heat. Spread the filling over the base, and spread the remaining crumb mixture on top.', 'Bake in the preheated oven until the top is lightly toasted, 20 to 25 minutes. Cool before cutting into 12 squares.']",7368576-869e126fb14a489bbcb6df6fb3c827f6.jpg,https://www.allrecipes.com/recipes/836/desserts/cookies/bar-cookies/,Gramma's Date Squares,Bar Cookies,4.6,476,25 mins,50 mins,12 squares,12,363,13g,64g,4g,13,9,12,0.0
"['5 ½ cups broccoli florets', '1  carrot, thinly sliced', '2 teaspoons water', '1 teaspoon cornstarch', '1 teaspoon chicken bouillon granules, or to taste', 'salt to taste', '2 tablespoons peanut oil']","['Bring a large pot of lightly salted water to a boil. Add broccoli and cook uncovered until bright green, about 2 minutes. Transfer broccoli to a bowl of ice water using a slotted spoon and immerse for several minutes to stop the cooking process. Drain.', 'Bring water back to a boil in the same large pot; add sliced carrot and cook for 1 minute. Drain.', 'Mix water and cornstarch together in a bowl until smooth. Add chicken granules and salt and mix well.', 'Heat peanut oil in a wok or large skillet over high heat; saute broccoli and carrots for 2 minutes. Add cornstarch mixture; cook and stir until vegetables are coated evenly, 1 to 2 minutes.']",4517666-e5956ccf8b644851931277a07c61e3b5.jpg,https://www.allrecipes.com/recipes/259/main-dish/stir-fry/,Broccoli and Carrot Stir Fry,Stir Fry,4.6,9,16 mins,26 mins,5 cups,5,90,6g,8g,3g,10,7,5,1.0
"['1 cup peanut butter', '½ cup low-calorie natural sweetener (such as Swerve®)', '1  egg', '1 teaspoon sugar-free vanilla extract']","['Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper.', 'Dotdash Meredith Food Studios', 'Combine peanut butter, sweetener, egg, and vanilla extract in a bowl; mix well until a dough is formed.', 'Dotdash Meredith Food Studios', 'Roll dough into 12 (1-inch) balls. Place on the prepared baking sheet and press down twice with a fork in a criss-cross pattern.', 'Dotdash Meredith Food Studios', 'Bake in the preheated oven until edges are golden, 12 to 15 minutes.', 'Dotdash Meredith Food Studios', 'Cool for 1 minute before transferring to a wire rack to cool completely.', 'Dotdash Meredith Food Studios']",AR-261181-4-ingreddient-keto-peanut-butter-cookies-DDMFS-4x3-0daac4c4889a4bbb88d2459659c016cf.jpg,https://www.allrecipes.com/recipes/22959/healthy-recipes/keto-diet/,4-Ingredient Keto Peanut Butter Cookies,Keto Diet,4.0,133,15 mins,25 mins,12 cookies,12,133,11g,12g,6g,7,4,12,1.0
"['1 (18 ounce) package Hawaiian sweet rolls', '2 cups shredded Cheddar cheese, divided', '1 pound ground beef', '1 small onion, chopped', '½ (14 ounce) can diced tomatoes with garlic and onion', '1 ½ teaspoons Dijon mustard', '1 ½ teaspoons Worcestershire sauce', '¼ teaspoon salt', '¼ teaspoon ground black pepper', '12  bacon strips, cooked and crumbled', '½ cup butter', '2 tablespoons brown sugar', '1 tablespoon Dijon mustard', '2 teaspoons Worcestershire sauce', '1 tablespoon sesame seeds']","['Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking pan.', 'Place rolls, without separating them, on a flat work surface. Cut in half horizontally. Arrange bottom half in the prepared pan. Sprinkle 1 cup Cheddar cheese on top.', 'Bake in the preheated oven until cheese is melted, 3 to 5 minutes.', 'Cook and stir beef and onion in a skillet until beef is browned, 5 to 8 minutes. Drain grease. Stir in tomatoes, 1 1/2 teaspoons Dijon mustard, 1 1/2 teaspoons Worcestershire sauce, salt, and pepper. Cook until fully combined, 1 to 2 minutes.', 'Spoon beef mixture over rolls. Sprinkle remaining 1 cup Cheddar cheese and bacon on top. Cover with top half of rolls.', 'Combine butter, brown sugar, 1 tablespoon Dijon mustard, and 2 teaspoons Worcestershire sauce in a microwave-safe bowl. Cover and microwave on high until butter is melted, about 1 minute. Stir until blended and pour over rolls. Sprinkle sesame seeds on top.', 'Bake in the preheated oven, uncovered, until golden brown, 20 to 25 minutes.']",5107051-2a8e9154336244f5b4747ca7dadef7d0.jpg,https://www.allrecipes.com/recipes/205/meat-and-poultry/pork/,Cheesy Bacon Slider Bake,Pork,4.7,12,30 mins,45 mins,12 servings,12,385,19g,28g,19g,14,15,12,1.0
"['6 (5-inch) corn tortillas', '3 cups chopped cooked chicken', '4 sprigs fresh cilantro, chopped', '½ cup chopped white onion', '1 cup guacamole', '1  lime, cut into wedges']","['Place a paper towel on a microwave-safe plate and top with tortillas; heat in the microwave for 10 seconds.', 'Place chicken in a microwave-safe bowl; heat in the microwave until heated through, 30 seconds to 1 minute.', 'Layer chicken, cilantro, onion, and guacamole, in that order, onto each tortilla. Squeeze lime juice over each taco.']",5414541-1e498b617cf84c479998b9903009a851.jpg,https://www.allrecipes.com/recipes/728/world-cuisine/latin-american/mexican/,Traditional Mexican Street Tacos,Mexican,4.4,9,0 mins,10 mins,6 tacos,2,697,30g,44g,64g,1,6,2,0.0
